"anio","mes","clae2_desc","clae2","porc_medio","mes_cuali"
2011,1,"Agencias de viajes, servicios de reservas y actividades conexas",79,53.75,"Enero"
2011,1,"Agricultura, ganadería, caza y servicios relacionados",1,12.2,"Enero"
2011,1,"Almacenamiento y logística",52,16.6,"Enero"
2011,1,"Alquiler y leasing",77,15.75,"Enero"
2011,1,"Captación, depuración y distribución de agua",36,18.88,"Enero"
2011,1,"Comercio al por mayor excepto autos y motos",46,25.05,"Enero"
2011,1,"Comercio al por menor excepto autos y motos",47,44.6,"Enero"
2011,1,"Construcción de edificios y partes",41,3.94,"Enero"
2011,1,"Descontaminación y otros servicios",39,9.01,"Enero"
2011,1,"Edición",58,38.05,"Enero"
2011,1,"Elaboración de bebidas",11,14.72,"Enero"
2011,1,"Elaboración de prendas de vestir",14,58.84,"Enero"
2011,1,"Elaboración de productos alimenticios",10,20.46,"Enero"
2011,1,"Elaboración de productos de cuero",15,25.89,"Enero"
2011,1,"Elaboración de productos de madera",16,8.04,"Enero"
2011,1,"Elaboración de productos de papel",17,13.54,"Enero"
2011,1,"Elaboración de productos de tabaco",12,13.04,"Enero"
2011,1,"Elaboracion de productos farmaceuticos",21,35.73,"Enero"
2011,1,"Elaboración de productos textiles",13,24.01,"Enero"
2011,1,"Enseñanza",85,73.87,"Enero"
2011,1,"Extracción de carbon y lignito",5,14.35,"Enero"
2011,1,"Extracción de minerales metálicos",7,7.84,"Enero"
2011,1,"Extracción de petroleo crudo y gas natural",6,17.31,"Enero"
2011,1,"Fabricación de aparatos de uso doméstico",27,13.09,"Enero"
2011,1,"Fabricación de equipo de transporte",30,8.37,"Enero"
2011,1,"Fabricación de equipos automotores",29,9.43,"Enero"
2011,1,"Fabricación de equipos electrónicos",26,27.19,"Enero"
2011,1,"Fabricación de maquinaria",28,8.7,"Enero"
2011,1,"Fabricación de muebles y colchones",31,12.81,"Enero"
2011,1,"Fabricación de productos de caucho y plástico",22,12.93,"Enero"
2011,1,"Fabricación de productos de hornos de coque",19,20.8,"Enero"
2011,1,"Fabricación de productos de vidrio y minerales no metálicos",23,7.32,"Enero"
2011,1,"Fabricación de productos metálicos",25,8.31,"Enero"
2011,1,"Fabricación de sustancias químicas",20,23.43,"Enero"
2011,1,"Imprentas y editoriales",18,20.76,"Enero"
2011,1,"Industrias básicas de hierro y acero",24,6.56,"Enero"
2011,1,"Industrias manufactureras diversas",32,21.58,"Enero"
2011,1,"Ingeniería civil",42,6.19,"Enero"
2011,1,"Investigación y desarrollo científico",72,59.91,"Enero"
2011,1,"Juegos de azar, apuestas",92,48.89,"Enero"
2011,1,"Otras actividades profesionales, científicas y técnicas",74,39.79,"Enero"
2011,1,"Otras industrias extractivas",8,8,"Enero"
2011,1,"Otros servicios personales",96,46.85,"Enero"
2011,1,"Pesca y acuicultura",3,13.54,"Enero"
2011,1,"Programación y radiodifusión",60,26.87,"Enero"
2011,1,"Recolección, transporte, tratamiento y disposición final de residuos",38,3.84,"Enero"
2011,1,"Reparación de computadoras y equipos de uso doméstico",95,17.53,"Enero"
2011,1,"Reparacion de maquinaria y equipo",33,9.12,"Enero"
2011,1,"Servicio de correo y mensajería",53,12.67,"Enero"
2011,1,"Servicios a edificios y actividades de jardinería",81,51.58,"Enero"
2011,1,"Servicios artísticos y de espectáculos",90,35.77,"Enero"
2011,1,"Servicios audiovisuales",59,41.03,"Enero"
2011,1,"Servicios auxiliares de la actividad financiera y de seguros",66,51.03,"Enero"
2011,1,"Servicios de alojamiento",55,55.78,"Enero"
2011,1,"Servicios de arquitectura e ingeniería",71,16.34,"Enero"
2011,1,"Servicios de asociaciones",94,47.69,"Enero"
2011,1,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.01,"Enero"
2011,1,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,12.63,"Enero"
2011,1,"Servicios de expendio de alimentos y bebidas",56,40.33,"Enero"
2011,1,"Servicios de obtención y dotación de personal",78,26.52,"Enero"
2011,1,"Servicios de programación, consultoría informática y actividades conexas",62,30.57,"Enero"
2011,1,"Servicios de publicidad e investigación de mercado",73,47.44,"Enero"
2011,1,"Servicios de salud humana",86,71.61,"Enero"
2011,1,"Servicios de seguros, reaseguros y pensiones",65,51.87,"Enero"
2011,1,"Servicios financieros (excepto seguros y pensiones)",64,47.38,"Enero"
2011,1,"Servicios inmobiliarios",68,35.69,"Enero"
2011,1,"Servicios jurídicos y de contabilidad",69,68.5,"Enero"
2011,1,"Servicios sin alojamiento",88,77.3,"Enero"
2011,1,"Servicios sociales con alojamiento",87,87.63,"Enero"
2011,1,"Servicios veterinarios",75,49.67,"Enero"
2011,1,"Servicios y asesoramiento de dirección y gestión empresarial",70,38.43,"Enero"
2011,1,"Silvicultura y explotación forestal",2,5.76,"Enero"
2011,1,"Sin clasificar",999999,22.95,"Enero"
2011,1,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.45,"Enero"
2011,1,"Telecomunicaciones",61,37.21,"Enero"
2011,1,"Transporte aéreo",51,41.35,"Enero"
2011,1,"Transporte marítimo y pluvial",50,16.53,"Enero"
2011,1,"Transporte terrestre y por tuberías",49,5.41,"Enero"
2011,1,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,16.16,"Enero"
2011,2,"Actividades administrativas de oficinas y empresas",82,45.1,"Febrero"
2011,2,"Actividades de apoyo a la minería",9,5.57,"Febrero"
2011,2,"Actividades de construcción especializada",43,5.86,"Febrero"
2011,2,"Actividades de investigación y seguridad",80,9.65,"Febrero"
2011,2,"Actividades de organismos extraterritoriales",99,54.47,"Febrero"
2011,2,"Actividades de procesamiento de información",63,38.49,"Febrero"
2011,2,"Actividades deportivas, recreativas y de entretenimiento",93,32.76,"Febrero"
2011,2,"Administración pública, defensa y seguridad social",84,49.96,"Febrero"
2011,2,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.22,"Febrero"
2011,2,"Agricultura, ganadería, caza y servicios relacionados",1,12.68,"Febrero"
2011,2,"Almacenamiento y logística",52,16.54,"Febrero"
2011,2,"Alquiler y leasing",77,15.34,"Febrero"
2011,2,"Captación, depuración y distribución de agua",36,18.9,"Febrero"
2011,2,"Comercio al por mayor excepto autos y motos",46,25.03,"Febrero"
2011,2,"Comercio al por menor excepto autos y motos",47,44.44,"Febrero"
2011,2,"Construcción de edificios y partes",41,3.88,"Febrero"
2011,2,"Descontaminación y otros servicios",39,9.49,"Febrero"
2011,2,"Edición",58,38.51,"Febrero"
2011,2,"Elaboración de bebidas",11,14.83,"Febrero"
2011,2,"Elaboración de prendas de vestir",14,58.65,"Febrero"
2011,2,"Elaboración de productos alimenticios",10,20.44,"Febrero"
2011,2,"Elaboración de productos de cuero",15,25.95,"Febrero"
2011,2,"Elaboración de productos de madera",16,7.84,"Febrero"
2011,2,"Elaboración de productos de papel",17,13.47,"Febrero"
2011,2,"Elaboración de productos de tabaco",12,17.71,"Febrero"
2011,2,"Elaboracion de productos farmaceuticos",21,35.75,"Febrero"
2011,2,"Elaboración de productos textiles",13,23.75,"Febrero"
2011,2,"Enseñanza",85,74.06,"Febrero"
2011,2,"Extracción de carbon y lignito",5,13.19,"Febrero"
2011,2,"Extracción de minerales metálicos",7,7.81,"Febrero"
2011,2,"Extracción de petroleo crudo y gas natural",6,17.34,"Febrero"
2011,2,"Fabricación de aparatos de uso doméstico",27,13.09,"Febrero"
2011,2,"Fabricación de equipo de transporte",30,8.33,"Febrero"
2011,2,"Fabricación de equipos automotores",29,9.43,"Febrero"
2011,2,"Fabricación de equipos electrónicos",26,26.35,"Febrero"
2011,2,"Fabricación de maquinaria",28,8.85,"Febrero"
2011,2,"Fabricación de muebles y colchones",31,12.84,"Febrero"
2011,2,"Fabricación de productos de caucho y plástico",22,12.93,"Febrero"
2011,2,"Fabricación de productos de hornos de coque",19,20.73,"Febrero"
2011,2,"Fabricación de productos de vidrio y minerales no metálicos",23,7.24,"Febrero"
2011,2,"Fabricación de productos metálicos",25,8.37,"Febrero"
2011,2,"Fabricación de sustancias químicas",20,23.34,"Febrero"
2011,2,"Imprentas y editoriales",18,20.78,"Febrero"
2011,2,"Industrias básicas de hierro y acero",24,6.52,"Febrero"
2011,2,"Industrias manufactureras diversas",32,21.62,"Febrero"
2011,2,"Ingeniería civil",42,6.19,"Febrero"
2011,2,"Investigación y desarrollo científico",72,59.77,"Febrero"
2011,2,"Juegos de azar, apuestas",92,48.9,"Febrero"
2011,2,"Otras actividades profesionales, científicas y técnicas",74,38.81,"Febrero"
2011,2,"Otras industrias extractivas",8,8.21,"Febrero"
2011,2,"Otros servicios personales",96,46.9,"Febrero"
2011,2,"Pesca y acuicultura",3,12.46,"Febrero"
2011,2,"Programación y radiodifusión",60,26.89,"Febrero"
2011,2,"Recolección, transporte, tratamiento y disposición final de residuos",38,3.8,"Febrero"
2011,2,"Reparación de computadoras y equipos de uso doméstico",95,17.65,"Febrero"
2011,2,"Reparacion de maquinaria y equipo",33,8.96,"Febrero"
2011,2,"Servicio de correo y mensajería",53,12.71,"Febrero"
2011,2,"Servicios a edificios y actividades de jardinería",81,51.72,"Febrero"
2011,2,"Servicios artísticos y de espectáculos",90,34.2,"Febrero"
2011,2,"Servicios audiovisuales",59,40.9,"Febrero"
2011,2,"Servicios auxiliares de la actividad financiera y de seguros",66,51.18,"Febrero"
2011,2,"Servicios de alojamiento",55,55.77,"Febrero"
2011,2,"Servicios de arquitectura e ingeniería",71,16.18,"Febrero"
2011,2,"Servicios de asociaciones",94,47.71,"Febrero"
2011,2,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,56.86,"Febrero"
2011,2,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,13.28,"Febrero"
2011,2,"Servicios de expendio de alimentos y bebidas",56,40.33,"Febrero"
2011,2,"Servicios de obtención y dotación de personal",78,25.96,"Febrero"
2011,2,"Servicios de programación, consultoría informática y actividades conexas",62,30.5,"Febrero"
2011,2,"Servicios de publicidad e investigación de mercado",73,47.33,"Febrero"
2011,2,"Servicios de salud humana",86,71.63,"Febrero"
2011,2,"Servicios de seguros, reaseguros y pensiones",65,51.88,"Febrero"
2011,2,"Servicios financieros (excepto seguros y pensiones)",64,47.49,"Febrero"
2011,2,"Servicios inmobiliarios",68,35.56,"Febrero"
2011,2,"Servicios jurídicos y de contabilidad",69,68.46,"Febrero"
2011,2,"Servicios sin alojamiento",88,77.27,"Febrero"
2011,2,"Servicios sociales con alojamiento",87,87.4,"Febrero"
2011,2,"Servicios veterinarios",75,50.21,"Febrero"
2011,2,"Servicios y asesoramiento de dirección y gestión empresarial",70,38.27,"Febrero"
2011,2,"Silvicultura y explotación forestal",2,5.77,"Febrero"
2011,2,"Sin clasificar",999999,24.55,"Febrero"
2011,2,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.46,"Febrero"
2011,2,"Telecomunicaciones",61,37.26,"Febrero"
2011,2,"Transporte aéreo",51,41.33,"Febrero"
2011,2,"Transporte marítimo y pluvial",50,16.4,"Febrero"
2011,2,"Transporte terrestre y por tuberías",49,5.34,"Febrero"
2011,2,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,16.19,"Febrero"
2011,3,"Actividades administrativas de oficinas y empresas",82,45.54,"Marzo"
2011,3,"Actividades de apoyo a la minería",9,5.54,"Marzo"
2011,3,"Actividades de construcción especializada",43,5.83,"Marzo"
2011,3,"Actividades de investigación y seguridad",80,9.64,"Marzo"
2011,3,"Actividades de organismos extraterritoriales",99,54.19,"Marzo"
2011,3,"Actividades de procesamiento de información",63,37.27,"Marzo"
2011,3,"Actividades deportivas, recreativas y de entretenimiento",93,31.85,"Marzo"
2011,3,"Administración pública, defensa y seguridad social",84,50.33,"Marzo"
2011,3,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.49,"Marzo"
2011,3,"Agricultura, ganadería, caza y servicios relacionados",1,12.33,"Marzo"
2011,3,"Almacenamiento y logística",52,16.24,"Marzo"
2011,3,"Alquiler y leasing",77,15.13,"Marzo"
2011,3,"Captación, depuración y distribución de agua",36,18.85,"Marzo"
2011,3,"Comercio al por mayor excepto autos y motos",46,24.89,"Marzo"
2011,3,"Comercio al por menor excepto autos y motos",47,44.2,"Marzo"
2011,3,"Construcción de edificios y partes",41,3.81,"Marzo"
2011,3,"Descontaminación y otros servicios",39,9.42,"Marzo"
2011,3,"Edición",58,38.51,"Marzo"
2011,3,"Elaboración de bebidas",11,15.11,"Marzo"
2011,3,"Elaboración de prendas de vestir",14,58.36,"Marzo"
2011,3,"Elaboración de productos alimenticios",10,20.26,"Marzo"
2011,3,"Elaboración de productos de cuero",15,25.78,"Marzo"
2011,3,"Elaboración de productos de madera",16,7.74,"Marzo"
2011,3,"Elaboración de productos de papel",17,13.49,"Marzo"
2011,3,"Elaboración de productos de tabaco",12,18.41,"Marzo"
2011,3,"Elaboracion de productos farmaceuticos",21,35.74,"Marzo"
2011,3,"Elaboración de productos textiles",13,23.68,"Marzo"
2011,3,"Enseñanza",85,73.82,"Marzo"
2011,3,"Extracción de carbon y lignito",5,4.69,"Marzo"
2011,3,"Extracción de minerales metálicos",7,7.62,"Marzo"
2011,3,"Extracción de petroleo crudo y gas natural",6,17.24,"Marzo"
2011,3,"Fabricación de aparatos de uso doméstico",27,13.15,"Marzo"
2011,3,"Fabricación de equipo de transporte",30,8.42,"Marzo"
2011,3,"Fabricación de equipos automotores",29,9.43,"Marzo"
2011,3,"Fabricación de equipos electrónicos",26,26.39,"Marzo"
2011,3,"Fabricación de maquinaria",28,8.75,"Marzo"
2011,3,"Fabricación de muebles y colchones",31,12.83,"Marzo"
2011,3,"Fabricación de productos de caucho y plástico",22,12.89,"Marzo"
2011,3,"Fabricación de productos de hornos de coque",19,20.73,"Marzo"
2011,3,"Fabricación de productos de vidrio y minerales no metálicos",23,7.23,"Marzo"
2011,3,"Fabricación de productos metálicos",25,8.37,"Marzo"
2011,3,"Fabricación de sustancias químicas",20,23.34,"Marzo"
2011,3,"Imprentas y editoriales",18,20.89,"Marzo"
2011,3,"Industrias básicas de hierro y acero",24,6.48,"Marzo"
2011,3,"Industrias manufactureras diversas",32,21.72,"Marzo"
2011,3,"Ingeniería civil",42,6.13,"Marzo"
2011,3,"Investigación y desarrollo científico",72,59.83,"Marzo"
2011,3,"Juegos de azar, apuestas",92,48.73,"Marzo"
2011,3,"Otras actividades profesionales, científicas y técnicas",74,39.83,"Marzo"
2011,3,"Otras industrias extractivas",8,8.43,"Marzo"
2011,3,"Otros servicios personales",96,46.83,"Marzo"
2011,3,"Pesca y acuicultura",3,12.27,"Marzo"
2011,3,"Programación y radiodifusión",60,26.76,"Marzo"
2011,3,"Recolección, transporte, tratamiento y disposición final de residuos",38,3.8,"Marzo"
2011,3,"Reparación de computadoras y equipos de uso doméstico",95,17.9,"Marzo"
2011,3,"Reparacion de maquinaria y equipo",33,8.75,"Marzo"
2011,3,"Servicio de correo y mensajería",53,12.64,"Marzo"
2011,3,"Servicios a edificios y actividades de jardinería",81,51.71,"Marzo"
2011,3,"Servicios artísticos y de espectáculos",90,32.69,"Marzo"
2011,3,"Servicios audiovisuales",59,40.78,"Marzo"
2011,3,"Servicios auxiliares de la actividad financiera y de seguros",66,51.14,"Marzo"
2011,3,"Servicios de alojamiento",55,54.62,"Marzo"
2011,3,"Servicios de arquitectura e ingeniería",71,16.09,"Marzo"
2011,3,"Servicios de asociaciones",94,47.9,"Marzo"
2011,3,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",91,57.09,"Marzo"
2011,3,"Servicios de depuración de agua residual, alcantarillado y cloacas",37,11.99,"Marzo"
2011,3,"Servicios de expendio de alimentos y bebidas",56,40.16,"Marzo"
2011,3,"Servicios de obtención y dotación de personal",78,25.56,"Marzo"
2011,3,"Servicios de programación, consultoría informática y actividades conexas",62,30.53,"Marzo"
2011,3,"Servicios de publicidad e investigación de mercado",73,48.04,"Marzo"
2011,3,"Servicios de salud humana",86,71.67,"Marzo"
2011,3,"Servicios de seguros, reaseguros y pensiones",65,51.73,"Marzo"
2011,3,"Servicios financieros (excepto seguros y pensiones)",64,47.52,"Marzo"
2011,3,"Servicios inmobiliarios",68,35.32,"Marzo"
2011,3,"Servicios jurídicos y de contabilidad",69,68.52,"Marzo"
2011,3,"Servicios sin alojamiento",88,77.2,"Marzo"
2011,3,"Servicios sociales con alojamiento",87,87.45,"Marzo"
2011,3,"Servicios veterinarios",75,49.25,"Marzo"
2011,3,"Servicios y asesoramiento de dirección y gestión empresarial",70,38.22,"Marzo"
2011,3,"Silvicultura y explotación forestal",2,5.47,"Marzo"
2011,3,"Sin clasificar",999999,24.1,"Marzo"
2011,3,"Suministro de electricidad, gas, vapor y aire acondicionado",35,16.36,"Marzo"
2011,3,"Telecomunicaciones",61,37.36,"Marzo"
2011,3,"Transporte aéreo",51,41.54,"Marzo"
2011,3,"Transporte marítimo y pluvial",50,16.12,"Marzo"
2011,3,"Transporte terrestre y por tuberías",49,5.33,"Marzo"
2011,3,"Venta, mantenimiento y reparación de vehículos automotores y motocicletas",45,16.22,"Marzo"
2011,4,"Actividades administrativas de oficinas y empresas",82,45.52,"Abril"
2011,4,"Actividades de apoyo a la minería",9,5.47,"Abril"
2011,4,"Actividades de construcción especializada",43,5.91,"Abril"
2011,4,"Actividades de investigación y seguridad",80,9.57,"Abril"
2011,4,"Actividades de organismos extraterritoriales",99,53.82,"Abril"
2011,4,"Actividades de procesamiento de información",63,38.24,"Abril"
2011,4,"Actividades deportivas, recreativas y de entretenimiento",93,31.76,"Abril"
2011,4,"Administración pública, defensa y seguridad social",84,50.47,"Abril"
2011,4,"Agencias de viajes, servicios de reservas y actividades conexas",79,54.83,"Abril"
2011,4,"Agricultura, ganadería, caza y servicios relacionados",1,11.66,"Abril"
